Title,Abstract
A new vibration analysis approach for transformer fault prognosis over cloud environment,"Internet of Things (IoT) and its applications are becoming more prevalent among researchers and companies across the world. IoT technologies offer solutions to many industrial challenges and, as such, they replace classical diagnostic methods with prognostic techniques that can potentially lead to smart monitoring systems. One of the vital applications of IoT is in smart monitoring of major electric power equipment such as transformers whilst in service. Mechanical integrity and operation condition of energized transformers might be evaluated by employing vibration method, which is a non-destructive and economic approach. However, researchers have not yet reached a consensus on how to interpret the results of this method. A new approach has been introduced in this study in order to evaluate transformer real-time vibration signal. A detailed discussion has been provided on transformer vibration modelling and interpretation challenges of the results. Furthermore, a novel method is introduced to evaluate transformer vibration signal during short circuit contingency. As we show, it is straightforward to implement the introduced methods over the cloud environment. Practical studies are conducted on two distribution transformers to examine the introduced methods. The results demonstrate that the methods are remarkably effective, fast and feasible to be programmed over cloud for transformer short circuit fault prognosis."
A non-invasive diagnosis technique of chick embryonic cardiac arrhythmia using near infrared light,"Cardiac arrhythmia is considered important cause of cardiovascular disorder in birds. Little is known, however, about arrhythmia during embryonic stages, chiefly because of their relative rarity and difficulty in diagnosis. Electrocardiogram (ECG) can’t be applied in avian samples non-destructively due to the eggshell. Therefore, an alternative method is an important tool if avian or reptilian embryo research in this area is to advance. Here, we addressed, a non-invasive method to diagnosis cardiac arrhythmia based on optical sensor together with signal processing. In such a system, the intensity of transmitted light is mostly affected by pulsatile blood volumes and mechanical activity of the heart during blood pumping. In our measurement procedure, the time domain transmissive signal was transformed into the frequency domain using fast Fourier transform (FFT). We interpreted the cardiac signal of embryo with a naturally occurred bradycardia throughout the incubation. We found a normal heart rate (HR) during first half of incubation, but HR had two frequency components in the mid incubation and finally a much lower frequency heart rate up until hatching. Early detection of potentially abnormal chicks with cardiovascular defects could significantly contribute to the humane treatment of these embryos and increase production efficiencies by identifying high quality embryos. Moreover, this method could be used in developmental physiology, and cardiovascular medicine research in avian and reptile protocols in the future."
A nonlinear dynamic vibration model of defective bearings – The importance of modelling the finite size of rolling elements,"This paper presents an improved nonlinear dynamic model of the contact forces and vibration response generated in defective rolling element bearings. The improvement comes about by considering the finite size of the rolling elements which overcomes the limitations exhibited by previous models caused by the modelling of rolling elements as point masses. For line spall defects, a low frequency event occurs in the measured vibration response when a rolling element enters the defect. Previous models were not able to accurately predict this event without making the simulated and actual defect geometries significantly different. Comparisons between the proposed model, previous models and experimental results are carried out to show that the low and high frequency events are more accurately predicted. This analysis identifies and explains the mechanisms leading to inaccuracy of the previous models. The model developed here can be used to aid in the development of new diagnostic algorithms."
A novel class imbalance-robust network for bearing fault diagnosis utilizing raw vibration signals,"Recently, although vast intelligent fault diagnosis methods are proposed, their validities are mostly confirmed via balanced datasets, which cannot always hold for the class-imbalance problem prevails among datasets in real-world applications. Hence, a class imbalance-robust network is proposed for bearing fault diagnosis, which tackles class imbalance both in the feature extraction and classification stages. For feature extraction, balanced sparse filtering (BSF) is proposed, which innovatively introduces kurtosis into balancing the discriminative feature extraction capabilities of different classes. Meanwhile, the balancing matrix is also proposed in BSF to remedy the parameter updating imbalance caused by class imbalance. For feature classification, the balancing matrix is also embedded into softmax regression to enhance the balancing capability. Furthermore, extensive experiments on bearing vibration signal datasets are conducted in validity confirmation. Additionally, an interesting property of BSF is investigated, and the phenomenon that class imbalance is actually a two-edge sword is interpreted."
A novel DNA methylation biosensor by combination of isothermal amplification and lateral flow device,"The aberration in DNA methylation pattern has been proved as a promising biomarker for early cancer diagnosis, prognosis and therapy from clinical perspective. In the era of precision medicine, current technologies for DNA methylation identification require not only professional and time-consuming operation but also sophisticated apparatus and complex data interpretation, which has highlighted the need to develop a straightforward and competent strategy for DNA methylation detection. Therefore, the present research is dedicated to establish a novel biosensor by integrating of loop-mediated isothermal amplification (LAMP) and lateral flow device (LFD) to identify trace of DNA methylation from highly heterogeneous cancerous specimen. In order to resolve the natural contradiction between sensitivity and specificity in nucleic acid amplification-based detection methods, we introduce the biotin labeled inner primer and digoxigenin labeled dUTP into LAMP-LFD for the first time, which allow this biosensor to identify as low as 150 copies or 0.1 % target variants under strong interferential background within 35 min after bisulfite conversion. Furthermore, the gold magnetic nanoparticle serving as a signal generator in LFD enables the result to be interpreted through both visual and magnetic detection. The promoter methylation pattern of miR-34a, a significant tumor suppressor gene, has been investigated using LAMP-LFD with cell lines and clinical samples, which indicate that this biosensor may be readily adapted for detection of other DNA methylation biomarkers as a sensitive screening tool for cancer diagnosis."
A novel fault diagnosis method for rotor rub-impact based on nonlinear output frequency response functions and stochastic resonance,"The rub-impact fault of the rotor system is the research object in this paper, and the system is modeled by the finite element method. In the process of the study, the high-order harmonic components appear in the output response of the rotor system, which imply that the rotor system is nonlinear. Nonlinear output frequency response functions (NOFRFs) solve nonlinear problems in the frequency domain and explain these nonlinear phenomena. Based on NOFRFs, a method named weighted contribution rate of NOFRFs (WNOFRFs) is used to improve the weak high-order harmonic components proposed by the authors. In this paper, the multi-parameter optimized genetic algorithm is used to calculate the obstacle parameters of the stochastic resonance (SR) which is used to enhance weak signal components. In view of the fact that both WNOFRFs and SR can improve the weak signal components, a new method of weighted contribution rate of NOFRFs incorporating stochastic resonance (WNS) algorithm is proposed in this paper. Based on the algorithm, the variations of index WS show a trend of approximately linear growth, which indicates that index WS has certain advantages for the fault diagnosis of the rotor rub-impact."
A novel quality evaluation method for resistance spot welding based on the electrode displacement signal and the Chernoff faces technique,"To develop a visual and reliable weld quality assessment method for resistant spot welding, the electrode displacement signal was measured and analyzed. Some statistical features closely related to the weld quality were extracted. The multi-dimensional extracted features from the signal were sketched as Chernoff face which characterizes the welding quality through the different facial expressions. The weld quality was summarized as four levels, namely poor, good, excellent and expulsion, and each level corresponded to one kind of facial expression. By visual judgment, good or bad welds were identified accurately and rapidly even though the weld was made under abnormal welding conditions. In particular, the visual characteristic makes the diagnostic procedure for welding quality easily understood and interpreted."
A one-class classification decision tree based on kernel density estimation,"One-class Classification (OCC) is an important field of machine learning which aims at predicting a single class on the basis of its lonely representatives and potentially some additional counter-examples. OCC is thus opposed to traditional classification problems involving two or more classes, and addresses the issue of class unbalance. There is a wide range of one-class models which give satisfaction in terms of performance. But at the time of explainable artificial intelligence, there is an increasing need for interpretable models. The present work advocates a novel one-class model which tackles this challenge. Within a greedy and recursive approach, our proposal for an explainable One-Class decision Tree (OC-Tree) rests on kernel density estimation to split a data subset on the basis of one or several intervals of interest. Thus, the OC-Tree encloses data within hyper-rectangles of interest which can be described by a set of rules. Against state-of-the-art methods such as Cluster Support Vector Data Description (ClusterSVDD), One-Class Support Vector Machine (OCSVM) and isolation Forest (iForest), the OC-Tree performs favorably on a range of benchmark datasets. Furthermore, we propose a real medical application for which the OC-Tree has demonstrated effectiveness, through the ability to tackle interpretable medical diagnosis aid based on unbalanced datasets."
A patient-similarity-based model for diagnostic prediction,"Objective To simulate the clinical reasoning of doctors, retrieve analogous patients of an index patient automatically and predict diagnoses by the similar/dissimilar patients. Methods We proposed a novel patient-similarity-based framework for diagnostic prediction, which is inspired by the structure-mapping theory about analogy reasoning in psychology. Patient similarity is defined as the similarity between two patients’ diagnoses sets rather than a dichotomous (absence/presence of just one disease). The multilabel classification problem is converted to a single-value regression problem by integrating the pairwise patients’ clinical features into a vector and taking the vector as the input and the patient similarity as the output. In contrast to the common k-NN method which only considering the nearest neighbors, we not only utilize similar patients (positive analogy) to generate diagnostic hypotheses, but also utilize dissimilar patients (negative analogy) are used to reject diagnostic hypotheses. Results The patient-similarity-based models perform better than the one-vs-all baseline and traditional k-NN methods. The f-1 score of positive-analogy-based prediction is 0.698, significantly higher than the scores of baselines ranging from 0.368 to 0.661. It increases to 0.703 when the negative analogy method is applied to modify the prediction results of positive analogy. The performance of this method is highly promising for larger datasets. Conclusion The patient-similarity-based model provides diagnostic decision support that is more accurate, generalizable, and interpretable than those of previous methods and is based on heterogeneous and incomplete data. The model also serves as a new application for the use of clinical big data through artificial intelligence technology."
A phase angle based diagnostic scheme to planetary gear faults diagnostics under non-stationary operational conditions,"Planetary gearbox is a critical component for rotating machinery. It is widely used in wind turbines, aerospace and transmission systems in heavy industry. Thus, it is important to monitor planetary gearboxes, especially for fault diagnostics, during its operational conditions. However, in practice, operational conditions of planetary gearbox are often characterized by variations of rotational speeds and loads, which may bring difficulties for fault diagnosis through the measured vibrations. In this paper, phase angle data extracted from measured planetary gearbox vibrations is used for fault detection under non-stationary operational conditions. Together with sample entropy, fault diagnosis on planetary gearbox is implemented. The proposed scheme is explained and demonstrated in both simulation and experimental studies. The scheme proves to be effective and features advantages on fault diagnosis of planetary gearboxes under non-stationary operational conditions."
A phenomenological model for investigating unequal planet load sharing in epicyclic gearboxes,"Vibration signals of epicyclic gearboxes often present abundant modulation sidebands in the spectrum, and investigations of these sidebands are helpful for the understanding of vibration mechanism and fault diagnosis of epicyclic gearboxes. In epicyclic gearboxes, both the carrier rotation and unequal load sharing among planets can lead to abundant sidebands near the meshing frequency. Modulation sidebands due to the carrier rotation have been extensively investigated, while additional sidebands caused by unequal load sharing among planet gears are seldom studied. Aiming at this issue, a phenomenological model of vibration signals of epicyclic gearboxes is developed considering unequal planet load sharing conditions. In this model, an angular shift of a planet gear is assumed to simulate the manufacturing or assembly errors in gearboxes, and different load sharing ratios among planets are calculated. After that, spectral structures of vibration signals of epicyclic gearboxes under unequal load sharing conditions are derived from the phenomenological model. Through the deduced results, it is shown that unequal planet load sharing can influence the spectral structures largely and the formation mechanisms of some additional sidebands in the spectrum are explained. Finally, experiments under three health conditions, i.e., healthy, cracked sun gear and cracked planet gear, are conducted on an epicyclic gearbox test rig. The effectiveness of theoretical deductions of phenomenological models is validated by the collected vibration signals from the test rig."
"A physics-based model explains the prion-like features of neurodegeneration in Alzheimer’s disease, Parkinson’s disease, and amyotrophic lateral sclerosis","Prion disease is characterized by a chain reaction in which infectious misfolded proteins force native proteins into a similar pathogenic structure. Recent studies have reinforced the hypothesis that the prion paradigm–the templated growth and spreading of misfolded proteins–could help explain the progression of a variety of neurodegenerative disorders. However, our current understanding of prion-like growth and spreading is rather empirical. Here we show that a physics-based reaction-diffusion model can explain the growth and spreading of misfolded protein in Alzheimer’s disease, Parkinson’s disease, and amyotrophic lateral sclerosis. To characterize the progression of misfolded proteins across the brain, we combine the classical Fisher–Kolmogorov equation for population dynamics with an anisotropic diffusion model and simulate misfolding across a sagittal section and across the entire brain. In a systematic sensitivity analysis, we probe the role of the individual model parameters and show that the misfolded protein concentration is sensitive to the coefficients of growth, extracellular diffusion, and axonal transport, to the axonal fiber orientation, and to the initial seeding region. Our model correctly predicts amyloid-β deposits and tau inclusions in Alzheimer’s disease, α-synuclein inclusions in Parkinson’s disease, and TDP-43 inclusions in amyotrophic lateral sclerosis and displays excellent agreement with the histological patterns in diseased human brains. When integrated across the brain, our concentration profiles result in biomarker curves that display a striking similarity with the sigmoid shape and qualitative timeline of clinical biomarker models. Our results suggest that misfolded proteins in various neurodegenerative disorders grow and spread according to a universal law that follows the basic physical principles of nonlinear reaction and anisotropic diffusion. Our findings substantiate the notion of a common underlying principle for the pathogenesis of a wide variety of neurodegenerative disorders, the prion paradigm. A more quantitative understanding of the growth and spreading of misfolded amyloid-β, tau, α-synuclein, and TDP-43 would allow us to establish a prognostic timeframe of disease progression. This could have important clinical implications, ranging from more accurate estimates of the socioeconomic burden of neurodegeneration to a more informed design of clinical trials and pharmacological intervention."
A prognostic algorithm to prescribe improvement measures on throughput bottlenecks,"Throughput bottleneck analysis is important in prioritising production and maintenance measures in a production system. Due to system dynamics, bottlenecks shift between different production resources and across production runs. Therefore, it is important to predict where the bottlenecks will shift to and understand the root causes of predicted bottlenecks. Previous research efforts on bottlenecks are limited to only predicting the shifting location of throughput bottlenecks; they do not give any insights into root causes. Therefore, the aim of this paper is to propose a data-driven prognostic algorithm (using the active-period bottleneck analysis theory) to forecast the durations of individual active states of bottleneck machines from machine event-log data from the manufacturing execution system (MES). Forecasting the duration of active states helps explain the root causes of bottlenecks and enables the prescription of specific measures for them. It thus forms a machine-states-based prescriptive approach to bottleneck management. Data from real-world production systems is used to demonstrate the effectiveness of the proposed algorithm. The practical implications of these results are that shop-floor production and maintenance teams can be forewarned, before a production run, about bottleneck locations, root causes (in terms of machine states) and any prescribed measures, thus forming a prescriptive approach. This approach will enhance the understanding of bottleneck behaviour in production systems and allow data-driven decision making to manage bottlenecks proactively."
A quantitative performance study of two automatic methods for the diagnosis of ovarian cancer,"We present a quantitative study of the performance of two automatic methods for the early detection of ovarian cancer that can exploit longitudinal measurements of multiple biomarkers. The study is carried out for a subset of the data collected in the UK Collaborative Trial of Ovarian Cancer Screening (UKCTOCS). We use statistical analysis techniques, such as the area under the Receiver Operating Characteristic (ROC) curve, for evaluating the performance of two techniques that aim at the classification of subjects as either healthy or suffering from the disease using time-series of multiple biomarkers as inputs. The first method relies on a Bayesian hierarchical model that establishes connections within a set of clinically interpretable parameters. The second technique is a purely discriminative method that employs a recurrent neural network (RNN) for the binary classification of the inputs. For the available dataset, the performance of the two detection schemes is similar (the area under ROC curve is 0.98 for the combination of three biomarkers) and the Bayesian approach has the advantage that its outputs (parameters estimates and their uncertainty) can be further analysed by a clinical expert."
A risk prediction model of gene signatures in ovarian cancer through bagging of GA-XGBoost models,"Introduction Ovarian cancer (OC) is one of the most frequent gynecologic cancers among women, and high-accuracy risk prediction techniques are essential to effectively select the best intervention strategies and clinical management for OC patients at different risk levels. Current risk prediction models used in OC have low sensitivity, and few of them are able to identify OC patients at high risk of mortality, which would both optimize the treatment of high-risk patients and prevent unnecessary medical intervention in those at low risk. Objectives To this end, we have developed a bagging-based algorithm with GA-XGBoost models that predicts the risk of death from OC using gene expression profiles. Methods Four gene expression datasets from public sources were used as training (n = 1) or validation (n = 3) sets. The performance of our proposed algorithm was compared with fine-tuning and other existing methods. Moreover, the biological function of selected genetic features was further interpreted, and the response to a panel of approved drugs was predicted for different risk levels. Results The proposed algorithm showed good sensitivity (74–100%) in the validation sets, compared with two simple models whose sensitivity only reached 47% and 60%. The prognostic gene signature used in this study was highly connected to AKT, a key component of the PI3K/AKT/mTOR signaling pathway, which influences the tumorigenesis, proliferation, and progression of OC. Conclusion These findings demonstrated an improvement in the sensitivity of risk classification of OC patients with our risk prediction models compared with other methods. Ongoing effort is needed to validate the outcomes of this approach for precise clinical treatment."
A simple cleft shaped hydrazine-functionalized colorimetric new Schiff base chemoreceptor for selective detection of F− in organic solvent through PET signaling: Development of a chemoreceptor based sensor kit for detection of fluoride,"Novel colorimetric hydrazine-functionalized Schiff base chemoreceptor [N1N3bis(perfluorobenzylidene)isophthalahydrazide] NBPBIH has been prepared for selective detection of F−. In this receptor more NH and CN units are incorporated for better colorimetric responses as compared to systems having lesser number of such units. NBPBIH turns from colorless to dark yellow on exposure to F−. The detection event is well supported by UV–vis, fluorescence, 1H and 19F-NMR like spectrophotometric and cyclic voltammetric studies in DMSO because of enhanced fluorescence responses, higher Stokes shift value and for its less toxic nature compared to other solvents. Quenching of fluorescence is explained with photoinduced electron transfer mechanism (PET). The binding constant of NBPBIH with F− is around 0.84×105M−1 and limit of detection of F− is found 1.42×10−5M. Our concern is also to address fluorosis: an issue related to global health problem, affecting millions of common people. It is noteworthy that the existing diagnostic and treatment options are of huge expenses. As an artefact, chemoreceptor assisted simple prototype for detecting excessive fluoride in sample solution has been designed and developed which has potential and good prospect to be applied as a low cost affordable diagnostic kit for fluorosis in largely affected countries like China, India and several others."
A Simplified Waveform Energetics Approach to Interpreting Arterial and Venous Pressure,"This paper develops a novel methodology for extracting simple, beat-to-beat, lumped metrics of systemic circulation performance by comparing the catheter pressure waveforms from the femoral artery and vena cava. Their diagnostic potential is compared to the similar, clinically used metric ΔMP, the drop in mean blood pressure between the aorta and vena cava, across an experimental cohort encompassing the progression of sepsis and several clinical interventions known to alter circulatory state. Both Ofe→vc, the model derived pressure attenuation between the femoral artery and vena cava, and the clinical metric, ΔMP, performed well. However, Ofe→vc reduced the optimal average time to sepsis detection from endotoxin infusion from 46.2 minutes for ΔMP to 11.6 minutes, for a slight increase in false positive rate from 1.8% to 6.2%. Thus, the potential diagnostic benefits of this novel approach are demonstrated, and a case is made for further investigation."
A spectral clustering method with semantic interpretation based on axiomatic fuzzy set theory,"Owing to good performance in clustering non-convex datasets, spectral clustering has attracted much attention and become one of the most popular clustering algorithms in the last decades. However, the existing spectral clustering methods are sensitive to parameter settings in building the affinity matrix, which seriously jeopardizes the algorithm's immunity to noise data. Moreover, in many application domains, including credit rating and medical diagnosis, it is very important that the learned model is capable of understandability and interpretability. To make spectral clustering competitive in both classification rate and comprehensibility, we propose a spectral clustering method with semantic interpretation based on axiomatic fuzzy set (AFS) theory, which integrates the representation capability of AFS and the classification competence of spectral clustering (N-cut). The effectiveness of the proposed approach is demonstrated by using real-word datasets, and the experimental results indicate that the performance of our method is comparable with that of classic spectral clustering algorithms (NJW, SM, Diffuzzy, AASC and SOM-SC) and other clustering methods, including K-means, fuzzy c-means, and MinMax K-means. Meanwhile, the proposed method can be used to explore the underlying clusters and give their characteristics in the form of fuzzy descriptions."
A study of laser induced ignition of methane–air mixtures inside a Rapid Compression Machine,"Presented herein is a fundamental study of laser ignition of methane/air mixtures at temperatures and pressures representative of an internal combustion engine. An Nd:YAG laser operating at λ=1064nm was used to ignite methane/air mixtures at equivalence ratios of 0.4 ≤ Φ ≤ 1 in a Rapid Compression Machine (RCM). Experiments were conducted to study the lean limit, minimum spark energy (MSE), and minimum ignition energy (MIE). The results show that laser ignition exhibits a stochastic behavior which must be interpreted statistically. A 90% probability of occurrence was used to evaluate the MSE and MIE, which resulted in MSE90 =2.3mJ and MIE90 =7.2mJ at an equivalence ratio Φ=0.4 at compressed pressure and temperature of Pcomp=29bar and Tcomp=750K, respectively. The lean limit was characterized based on the fraction of chemical energy converted into thermal energy, which was determined by calculating the apparent rate of heat release as derived from RCM high speed pressure data. A lean limit for 90% chemical energy conversion was found to correspond to an equivalence ratio of 0.47 (Tcomp=782K). Schlieren photography was employed as a diagnostics tool to visualize the flame initiation and propagation inside the RCM."
A supervised machine learning-based methodology for analyzing dysregulation in splicing machinery: An application in cancer diagnosis,"Deregulated splicing machinery components have shown to be associated with the development of several types of cancer and, therefore, the determination of such alterations can help the development of tumor-specific molecular targets for early prognosis and therapy. Determining such splicing components, however, is not a straightforward task mainly due to the heterogeneity of tumors, the variability across samples, and the fat-short characteristic of genomic datasets. In this work, a supervised machine learning-based methodology is proposed, allowing the determination of subsets of relevant splicing components that best discriminate samples. The methodology comprises three main phases: first, a ranking of features is determined by means of applying feature weighting algorithms that compute the importance of each splicing component; second, the best subset of features that allows the induction of an accurate classifier is determined by means of conducting an effective heuristic search; then the confidence over the induced classifier is assessed by means of explaining the individual predictions and its global behavior. At the end, an extensive experimental study was conducted on a large collection of transcript-based datasets, illustrating the utility and benefit of the proposed methodology for analyzing dysregulation in splicing machinery."
A survey of medical animations,"Animation is a potentially powerful instrument to convey complex information with movements, smooth transitions between different states that employ the strong human capabilities to perceive and interpret motion. Animation is a natural choice to display time-dependent medical image data or unsteady biomedical simulation data where the dynamic nature of the data is mapped to a kind of video. Animation, however, may also be employed for static data, e.g., to move a camera along a predefined path to convey complex anatomical structures or the spatial relations around a pathology. Clipping planes may be smoothly translated and object transparency adapted to control visibility and further support emphasis of spatial relations, e.g., around a tumor. Virtual endoscopy, where the virtual camera is moved inside an air-filled or fluid-filled structure, is a prominent example of animating static data. Animations, however, are complex visualizations that may depict a larger number of changes in a short period of time. Thus, we also consider cognitive limitations, e.g., change blindness, and discuss methods to reduce the complexity of animations. Emphasis techniques may guide the viewer’s attention and improve the perception of essential features. Finally, interaction beyond the typical video recorder functionality is considered. In this paper, we give a survey of medical animations and discuss the research potential that arises. Although we focus on medicine, the discussion of a research agenda is partially based on cartography, where animation is widely used."
A systematic review of deep transfer learning for machinery fault diagnosis,"With the popularization of the intelligent manufacturing, much attention has been paid in such intelligent computing methods as deep learning ones for machinery fault diagnosis. Thanks to the development of deep learning models, the interference of the human experience can be greatly reduced, and the fault diagnosis accuracy can also be increased under certain conditions. To improve the generalization ability of the intelligent fault diagnostics, the deep transfer learning consisting of both transfer learning and deep learning components was accordingly developed. This paper reviews the research progress of the deep transfer learning for the machinery fault diagnosis in recently years. It is summarizing, classifying and explaining many publications on this topic with discussing various deep transfer architectures and related theories. On this basis, this review expounds main achievements, challenges and future research of the deep transfer learning. This provides clear directions for the selection, design or implementation of the deep transfer learning architecture in the field of the machinery fault diagnostics."
A temperature-driven MPCA method for structural anomaly detection,"An important issue in structural health monitoring (SHM) is to develop appropriate algorithms that can explicitly extract meaningful changes in measurements due to structural anomalies, especially damage. However, the effects due to environmental factors, especially temperature variations may produce significant misinterpretations. Consequently, developing solutions to identify the structural anomaly, accounting for temperature influence, from measurements, is crucial and highly anticipated. This paper presents a Temperature-driven Moving Principal Component Analysis method, designated as Td-MPCA, for anomaly detection. The Td-MPCA introduces the idea of blind source separation (BSS) for thermal identification with intent to enhance the performance of Moving Principal Component Analysis (MPCA) for anomaly detection. To achieve this target, temperature-induced strain variations are first investigated and revealed by employing Independent Component Analysis based on maximization non-Gaussianity, also known as Fast ICA. Afterwards, the MPCA is adopted for anomaly detection on the separated temperature-related response. Three case studies are provided in this paper to evaluate the proposed method. The first one is a numerical truss bridge with a simulated 5% stiffness reduction. The results confirm that Td-MPCA is more sensitive than MPCA in detecting anomalies, where the simulated stiffness loss fails to be detected by MPCA. The second case study is on an experimental truss bridge where two damage scenarios are introduced and interpreted. The detection results show that Td-MPCA outperforms MPCA since the damage is identified at the expected time by Td-MPCA but not by MPCA. The third case study is an in-situ curved viaduct in Switzerland. Data acquired during both construction period and normal service period has been used for interpretation. Results demonstrate that Td-MPCA is able to identify the date of change in construction process without any delay when compared with the application of MPCA only."
A virtual injection sensor by means of time frequency analysis,"A time frequency analysis has been applied to an experimental pressure signal that is measured along a high-pressure pipe that connects the rail to an injector in a fuel injection system for diesel engines. An experimental test campaign has been carried out at a high-performance hydraulic rig for Common Rail systems. The variations in the mean instantaneous frequency, which is calculated from a spectrogram of the experimental injector inlet pressure time histories, are related to key events pertaining to the injection phase. The physical meaning of these variations in the mean instantaneous frequency is identified through a comparison with the outcomes of a numerical simulation using a previously developed one-dimensional model of the injection system. This tool allows the lift of the mobile valves, the instantaneous injected flow-rate and the pressure transients inside the injector to be predicted accurately. The objective of the research has been to realize a virtual sensor to detect the opening and closure instants of the mobile valves within the injector, on the basis of the pattern of the mean instantaneous frequency trace. The realized virtual sensor has been applied to the analysis of both single and multiple injection events."
A visual approach to explainable computerized clinical decision support,"Clinical Decision Support Systems (CDSS) provide assistance to physicians in clinical decision-making. Based on patient-specific evidence items triggering the inferencing process, such as examination findings, and expert-modeled or machine-learned clinical knowledge, these systems provide recommendations in finding the right diagnosis or the optimal therapy. The acceptance of, and the trust in, a CDSS are highly dependent on the transparency of the recommendation’s generation. Physicians must know both the key influences leading to a specific recommendation and the contradictory facts. They must also be aware of the certainty of a recommendation and its potential alternatives. We present a glyph-based, interactive multiple views approach to explainable computerized clinical decision support. Four linked views (1) provide a visual summary of all evidence items and their relevance for the computation result, (2) present linked textual information, such as clinical guidelines or therapy details, (3) show the certainty of the computation result, which includes the recommendation and a set of clinical scores, stagings etc., and (4) facilitate a guided investigation of the reasoning behind the recommendation generation as well as convey the effect of updated evidence items. We demonstrate our approach for a CDSS based on a causal Bayesian network representing the therapy of laryngeal cancer. The approach has been developed in close collaboration with physicians, and was assessed by six expert otolaryngologists as being tailored to physicians’ needs in understanding a CDSS."
Accelerating the Diffusion-Weighted Imaging Biomarker in the clinical practice: comparative study,"Diffusion Weighted Imaging (DWI) methods (ADC and IVIM models) extract meaningful information about the microscopic motions of water of human tissues from MRIs. This is a non invasive method which plays an important role in the diagnosis of ischemic strokes, high grade gliomas or tumors. In the La Fe Polytechnic and University Hospital, the DWI methods aforementioned are used in clinical practice and Matlab is used as a development tool for his out of box performance and fast prototyping. However, each image takes hours to compute due to Matlab’s environment and interpreted functions. Because of this, its use in clinical practice is limited. In this paper we present three compiled versions on which different parallel paradigms based on multicore (OpenMP) and GPU (CUDA) are applied. These implementations have managed to reduce the computation time to less than one minute, therefore, it allows easing their use in daily clinical practice at a cheap acquisition cost."
Accuracy is in the eyes of the pathologist: The visual interpretive process and diagnostic accuracy with digital whole slide images,"Digital whole slide imaging is an increasingly common medium in pathology, with application to education, telemedicine, and rendering second opinions. It has also made it possible to use eye tracking devices to explore the dynamic visual inspection and interpretation of histopathological features of tissue while pathologists review cases. Using whole slide images, the present study examined how a pathologist’s diagnosis is influenced by fixed case-level factors, their prior clinical experience, and their patterns of visual inspection. Participating pathologists interpreted one of two test sets, each containing 12 digital whole slide images of breast biopsy specimens. Cases represented four diagnostic categories as determined via expert consensus: benign without atypia, atypia, ductal carcinoma in situ (DCIS), and invasive cancer. Each case included one or more regions of interest (ROIs) previously determined as of critical diagnostic importance. During pathologist interpretation we tracked eye movements, viewer tool behavior (zooming, panning), and interpretation time. Models were built using logistic and linear regression with generalized estimating equations, testing whether variables at the level of the pathologists, cases, and visual interpretive behavior would independently and/or interactively predict diagnostic accuracy and efficiency. Diagnostic accuracy varied as a function of case consensus diagnosis, replicating earlier research. As would be expected, benign cases tended to elicit false positives, and atypia, DCIS, and invasive cases tended to elicit false negatives. Pathologist experience levels, case consensus diagnosis, case difficulty, eye fixation durations, and the extent to which pathologists’ eyes fixated within versus outside of diagnostic ROIs, all independently or interactively predicted diagnostic accuracy. Higher zooming behavior predicted a tendency to over-interpret benign and atypia cases, but not DCIS cases. Efficiency was not predicted by pathologist- or visual search-level variables. Results provide new insights into the medical interpretive process and demonstrate the complex interactions between pathologists and cases that guide diagnostic decision-making. Implications for training, clinical practice, and computer-aided decision aids are considered."
Accuracy of rule extraction using a recursive-rule extraction algorithm with continuous attributes combined with a sampling selection technique for the diagnosis of liver disease,"Although liver cancer is the second most common cause of death from cancer worldwide, because of the limited accuracy and interpretability of extracted classification rules, the diagnosis of liver disease remains difficult. In addition, hepatitis, which is inflammation of the liver, can progress to fibrosis, cirrhosis, or even liver cancer. Numerous methods for diagnosing liver disease have been applied, but most current diagnostic methods are black box models that cannot adequately reveal information hidden in the data. In the medical setting, extracted rules must be not only highly accurate, but also highly interpretable. The Recursive-Rule eXtraction (Re-RX) algorithm is a white box model that generates highly accurate and interpretable classification rules on the basis of both discrete and continuous attributes; however, it tends to generate more rules than other rule extraction algorithms. The objectives of this study were to use a new rule extraction algorithm, Continuous Re-RX combined with sampling selection techniques (Sampling-Continuous Re-RX), to achieve highly accurate and interpretable diagnostic rules for the BUPA and Hepatitis datasets and to quantify the associations between the presence and severity of ascites and serum biomarkers with the risk of developing hepatitis in consideration of Child-Pugh scores. The performance of Sampling-Continuous Re-RX was compared with existing techniques, and as a result, it was found to extract more accurate, concise, and interpretable rules for the BUPA and Hepatitis datasets compared with previous extraction algorithms. In addition, the rules extracted using the proposed method were close to the trade-off curve, which indicated that they were more accurate and interpretable, and therefore more suitable in the medical setting."
Active learning for semi-supervised structural health monitoring,"A critical issue for structural health monitoring (SHM) strategies based on pattern recognition models is a lack of diagnostic labels to explain the measured data. In an engineering context, these descriptive labels are costly to obtain, and as a result, conventional supervised learning is not feasible. Active learning tools look to solve this issue by selecting a limited number of the most informative observations to query for labels. This work presents the application of cluster-adaptive active learning to measured data from aircraft experiments. These tests successfully illustrate the advantages of utilising active learning tools for SHM, and they present the first application/adaptation of active learning methods to engineering data — a MATLAB package is available via GitHub: https://github.com/labull/cluster_based_active_learning."
